date,note,texte,source,Catégorie,Catégorie_secondaire,Gravité
2025-11-22 18:43:46+00:00,5,très pratique merci,Google Play,Autre,,Basse
2025-11-22 09:28:43+00:00,5,Les locations Abritel inspirent la confiance.,Google Play,Qualité du bien,,Basse
2025-11-20 19:25:21+00:00,4,à conseiller,Google Play,Service Client,,Basse
2025-11-20 15:53:33+00:00,1,Appli en anglais. Devise New zelandaise pas moyen de trouver l'application en français et en euros,Google Play,Localisation / Langue,,Haute
2025-11-19 12:19:16+00:00,1,"Aucune protection. Aucune protection pour ma
Part et aucun remboursement…",App Store,Financier,,Haute
2025-11-19 08:29:17+00:00,5,"Très bonne application, jamais déçus des locations de vacances qui correspondaient toujours au descriptif.",Google Play,Qualité du bien,,Basse
2025-11-19 05:50:33+00:00,5,Appli parfaite pour des séjours de vacances.,Google Play,Autre,,Basse
2025-11-17 18:12:31+00:00,1,"Reservation faite et payée d’avance…. Reservation faite et payée d’avance samedi matin, puis annulée par Abritel lundi après midi car le logement n’est pas disponible ! A ma charge de faire l’annulation de cette reservation sur un site inconnu , qui m’indique que le remboursement sera effectif d’ici 5 à 7 jours ouvrables ! C’est inadmissible !",Trustpilot,Annulation / Réservation,Financier,Haute
2025-11-17 10:18:48+00:00,5,"Depuis que j'ai découvert Abritel, je priviligie votre site pour réserver les séjours de vacances.",Google Play,Autre,,Basse
2025-11-17 09:44:23+00:00,5,parfait,Google Play,Autre,,Basse
2025-11-16 19:48:59+00:00,4,site intuitif et efficace,Google Play,UX / Ergonomie,,Basse
2025-11-15 15:30:37+00:00,1,"Une honte. Bonjour,

Mon conjoint a réservé un logement pour un événement familial et le lendemain il reçoit un message du propriétaire qui indique que le bien est déjà loué pour les dates sélectionnées. 
Il y a donc eu annulation de la réservation par le propriétaire mais l'argent a bien été prélevé.
Il serait intelligent d'attendre la confirmation du propriétaire avant de prélever l'argent et d'autant plus que là le remboursement se fera en 6 jours ouvrés. Se faire prélever et après rembourser avec un temps aussi long alors que ce n'est en aucun cas la faute du client....une honte",Trustpilot,Annulation / Réservation,Financier,Haute
2025-11-12 10:51:42+00:00,1,vrbo pas en français me dit que j'ai une réservation mais je ne la voit pas,Google Play,Localisation / Langue,,Haute
2025-11-12 07:16:20+00:00,1,"4 tentatives de réservation, que des problèmes. cette application doit être là 5ème roue du carrosse pour tous les loueurs donc : - tarif pas à jour et augmentation de devis de 20% ares réservation - logement en ligne mais non disponible car réservé sur autres plateformes je ne recommande pas ...",Google Play,Financier,Qualité du bien,Haute
2025-11-11 14:05:04+00:00,5,jamais déçu,Google Play,Autre,,Basse
2025-11-11 11:06:40+00:00,2,L'application en français passerait à 5 étoiles,Google Play,Localisation / Langue,,Moyenne
2025-11-10 13:24:13+00:00,1,"J'ai voulu réserver une maison près du…. J'ai voulu réserver une maison près du puy du fou pour début juillet 2026j'ai contacté par votre site le propriétaire qui a émis un avis favorable, je précise que les échanges se sont faits par l'intermédiaire VRBO. J'ai voulu confirmé la réservation, lorsque j'ai consulté le détail du paiement, le rarif était passé de 645 € à plus de 900€ dont 90€ de frais de dossier à payer avant fin novembre. J'ai communiqué à nouveau avec le propriétaire qui ne comprenait pas cette demande de paiement et m'a confirmé le tarif de 645€ + les frais de ménage. Nous allons donc conclure en direct. J'ai déjà loué plusieurs fois par votre intermédiaire et tout s'est bien déroulé. S'agit-t-il d'un bug ou d'un piratage de votre site ?",Trustpilot,Localisation / Langue,Financier,Haute
2025-11-09 17:54:47+00:00,1,"Abritel ? À faire, trop malhonnêtes. Nous avons loué un appartement à Malaga en Espagne. Nous n'avons pas dormi de la nuit : l'isolation phonique était nulle, j'avais l'impression d'être littéralement dans la rue. Nous avons quitté prématurément le logement. Abritel ne nous a pas aidé en quoi que ce soit : relogement, remboursement, rien de tout ça.
Ils n'ont même pas publié notre commentaire et le logement est toujours en location sur le site",Trustpilot,Financier,Service Client,Haute
2025-11-09 16:57:33+00:00,5,"Très bon site, avec un large choix de locations pour tous les budgets.",Google Play,Qualité du bien,,Basse
2025-11-09 08:05:40+00:00,1,Ça me localise à la Nouvelle Zélande !!. L’appli mobile est par défaut à la Nouvelle Zélande donc je suis obligée de passer par le site pour avoir des prix et des informations correctes sur les locations. L’appli est donc inutile,App Store,Financier,Qualité du bien,Haute
2025-11-08 20:33:37+00:00,4,"l'appli est très utile et pratique à utiliser, seul bémol, les comissions sont élevées",Google Play,Autre,,Basse
2025-11-08 09:34:51+00:00,1,"Application très difficile à comprendre. Le fonctionnement est confus, aucune indication claire sur l’avancement de la réservation. Les prix affichés ne correspondent pas à ce que le propriétaire demande réellement : après 24 heures d’attente, on reçoit souvent un devis beaucoup plus cher. Les options d’annulation et de remboursement sont cachées ou compliquées à trouver. Très décevant, je ne mets pas plus d’une étoile",Google Play,Annulation / Réservation,Financier,Haute
2025-11-08 09:03:51+00:00,1,"que ce soit en tant qu hôte ou pour réserver, vos sites sont déconcertants quand il s agit de faire des modifications, résilier, modifier... c est épuisant le temps perdu à chercher des solutions",Google Play,Qualité du bien,,Haute
2025-11-07 19:26:32+00:00,1,"une location, mais deux encaissements.. j'ai réservé un logement dit libre pour la période j'ai effectué le paiement; Le lendemain j'ai  reçu un message votre demande a expiré;  
 Vu mon paiement J'ai téléphoné aussitôt au service en question. Une personne m'a affirmé que le paiement ne serait pas encaissé. 
J'ai fait  une autre recherche et j'ai enfin trouvé. J'ai fait le paiement en ligne persuadé que le premier paiement  ne se ferait pas; 
ensuite j'ai reçu un mail qui disait que l'on avait fait deux réservations; en nous donnant deux numéros de location. 
J'ai répondu que j'avais  seulement fait une réservation en mentionnant le numéro  concerné. 
Au retour j'ai eu la surprise d'avoir deux encaissements, ""location et assurance""
Je me bats quotidiennement pour avoir le remboursements, 
on me répond que l'on prend mon dossier en compte. 
Au final, j'en déduis qu'ils ont encaissé le paiement de la demande qui avait expirée,  
Mais pour se faire, ils ont crée un numéro bidon nous faisant croire que l'on avait fait deux réservations; 
Au téléphone j'ai à chaque fois une nouvelle personne, avec la même réponse !!! que l'on  met mon dossier en attente. 
le seul critère positif, est que le lieu et le logement étaient corrects",Trustpilot,Financier,Service Client,Haute
2025-11-07 11:46:28+00:00,1,"Frais de service, pourquoi il n'y a aucun service en face?. J ai reservé une location sur Abritel et ai versé l' acompte demandé (plus de 2500€).48 heures aprés, j' ai eu le proprio qui me dit que la location a été retenue sur un autre site et que la passerelle avec Abritel n' avait pas fonctionné. Je téléphone à Abritel, décline n° dossier, nom adresse etc, lui explique mon cas, il me dit d 'emblée que si jamais on était coupé, il me rappelerait. Puis il me dit qu il appelle de suite le proprio pour savoir quoi, et me dit de rester en ligne; Au bout de 2 minutes, je suis coupé, comme par hasard, et jamais on ne me rappelle; autant dire qu ils prennent des frais de service mais pourquoi, mystère? J ai finalement annulé ma location et été remboursé",Trustpilot,Annulation / Réservation,Financier,Haute
2025-11-06 22:03:38+00:00,1,"Impossible de se faire entendre par le ""service client d'Abritel"". J'avais réservé un appartement à Lisbonne pour 4 nuits. L'appartement était situé près de l'aéroport et juste sous la trajectoire du décollage des avions, tous les 5 min. Bref, impossible de pouvoir dormir. J'ai mesuré un bruit assourdissant (> 120 dB) même avec les fenêtres fermées. Nous avons été obligés de trouver un hôtel en urgence avec un surcoût considérable. J'ai demandé à la plateforme le remboursement des 3 nuits non passées dans cet appartement. Cela fait 3 semaines et ils me mènent en bateau, ne répondent pas à mes emails et je tombe chaque fois sur un nouvel opérateur au téléphone, tous plus abrutis les uns que les autres et absolument pas aidant ni courtois. 
Ce site est à fuir, ce sont de vrais escrocs !",Trustpilot,Financier,Service Client,Haute
2025-11-06 13:07:36+00:00,1,"CATASTROPHIQUE, ANNONCE NON CONFORME !!!. Expérience désastreuse, privilégiez une autre plateforme ou le pap.
Location devant comprendre 2 chambres, finalement une seule. Descriptif et photos qui n'ont rien à voir avec le logement. 
Et Abritel se dégage de toutes responsabilités, c'est quasi impossible de les avoir en ligne et de demander un quelconque dédommagement.
A quoi bon utiliser ce service, autant passer de particulier à particulier.
Abritel n'assure pas la conformité des annonces, n'offre aucun service après vente, pire il est quasi impossible de les recontacter",Trustpilot,Service Client,Qualité du bien,Haute
2025-11-06 12:37:20+00:00,1,ABRITEL NE PAYE PAS LES LOYERS. Attention propriétaire bailleurs ! passer par abritel c'est voir le risque de ne pas être payé de ses loyers. J'attends depuis 15 jours alors que les sejours ont ete payés par les voyageurs plus de 8350 €. Je viens de lancer une mise en demeure et une video sur le web qui raconte en détails tout cela ne voyant aucune issu au probleme,Trustpilot,Qualité du bien,,Haute
2025-11-04 18:38:57+00:00,1,"pas fiable. les locations sont disponibles et quand on réserve, on nous refuse la location sans raisons et il remette à louer plus cher.",Google Play,Qualité du bien,,Haute
2025-11-03 22:57:14+00:00,1,"🔴 Une honte. 🔴 Une honte — Abritel cherche à faire payer une réservation inexistante !

Cela fait plus de trois semaines que je suis en contact avec le service client d’Abritel pour annuler une réservation qui n’a jamais été confirmée par l’hôte.
Lors de la tentative de réservation, j’ai saisi ma carte bancaire pour bloquer le logement et payer un acompte, mais le paiement n’a jamais été validé (aucun débit sur mon compte, aucun message d’erreur). Pourtant, Abritel m’a envoyé un mail de “confirmation de réservation”, ce qui m’a fait croire que tout était bien enregistré.

Quelques jours plus tard, l’hôte m’a informée qu’il n’avait jamais reçu la réservation. Depuis, j’essaie en vain d’annuler avant la fin de ma période d’annulation gratuite.
Mais le service client me répond que seul l’hôte peut annuler, alors que l’hôte n’a aucune trace de la réservation !
Résultat : aucune annulation possible, une réservation bloquée dans le système, et le risque que je sois débitée automatiquement à la fin du délai gratuit, alors que tout cela vient d’un bug de leur plateforme.

C’est inadmissible : trois semaines de relances, aucun responsable, aucune solution concrète.
Je commence à avoir l’impression qu’Abritel laisse volontairement traîner pour me faire passer la date d’annulation gratuite et me prélever de la totalité du séjour pour une réservation qui n’existe même pas chez l’hôte.

➡️ Abritel, prenez vos responsabilités.
Corrigez cette erreur de système, annulez la réservation immédiatement et assurez aux clients qu’ils ne seront pas débités à tort",Trustpilot,Annulation / Réservation,Financier,Haute
2025-11-03 12:05:09+00:00,1,"Annulation de ma réservation par l'hôte. J'ai effectué une réservation le 9 septembre. J'ai reçu une confirmation par mail et le montant de la location a été débité. 
N'ayant pas l'habitude de cette plateforme je m'étais basée sur la note de satisfaction des clients, en l'occurrence un 9. 
Bien sûr cette note est basée sur l'avis des personnes ayant pu accéder à cette location, c'est-à-dire les 33% dont la réservation n'a pas été annulée ! 
Le 28 octobre en consultant, par hasard, ma messagerie sur le site, je me rends compte que ma réservation a été annulée le 26 octobre, donc un mois et demi après ma réservation, pour cause de non disponibilité de l'hébergement ! 
Évidemment si j'avais consulté la note de l'hôte j'aurais pu me rendre compte que celui-ci affiche un taux d'annulation de 67%, ce qui m'aurait fait fuir. Bravo Abritel qui continue d'héberger ce genre de personnage ! 
Ayant fait une réclamation auprès du service client, on me dit que ce n'est pas normal et que celui-ci sera sanctionné par... 7 jours de suppression de l'annonce ! Ça doit le faire bien rire",Trustpilot,Annulation / Réservation,Service Client,Haute
2025-11-03 09:59:45+00:00,1,"impossible de changer la langue, et vous me proposer les prix en $NZ!!!!",Google Play,Localisation / Langue,Financier,Haute
2025-11-02 20:19:07+00:00,1,"une plateforme qui ne vérifie et n'assume rien. réservation sur abritel. Aucune nouvelle ensuite. Je publie cet avis, refusé, parce que mensonger !???
Est considéré comme mensonger tout avis négatif. 

""C’est une arnaque : cet appartement n’existe pas. Donc grâce à l’incurie d’abritel, on s’est retrouvé à 22h avec mon épouse et mes 2 enfants en train de chercher en urgence un hébergement alors que les hôtels étaient quasiment complets à cause du marathon. Merci encore à abritel""",Trustpilot,Financier,Qualité du bien,Haute
